player_id,player_name,game_id,season,team_abbreviation,pts,reb,ast,stl,blk,turnover,fgm,fga,ftm,fta,min,pf,oreb,dreb
277,Caris LeVert,1037599,2023,CLE,11,3,5,1,1,0,4,17,0,0,31.0,1,0,3
3547299,Sam Merrill,1037599,2023,CLE,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
38017662,Isaiah Mobley,1037599,2023,CLE,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
344,Georges Niang,1037599,2023,CLE,0,4,0,0,0,0,0,3,0,0,20.0,3,2,2
444,Tristan Thompson,1037599,2023,CLE,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
9,Jarrett Allen,1037599,2023,CLE,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
56677872,Craig Porter,1037599,2023,CLE,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
404,Ricky Rubio,1037599,2023,CLE,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
666940,Dean Wade,1037599,2023,CLE,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
18,OG Anunoby,1037601,2023,TOR,20,6,1,2,3,2,7,13,2,2,34.0,2,0,6
416,Pascal Siakam,1037601,2023,TOR,15,7,6,1,0,2,5,17,2,2,34.0,2,0,7
373,Jakob Poeltl,1037601,2023,TOR,7,11,1,1,1,0,3,3,1,4,24.0,1,3,8
17896055,Scottie Barnes,1037601,2023,TOR,17,8,5,2,5,4,6,16,4,6,37.0,1,1,7
409,Dennis Schroder,1037601,2023,TOR,22,3,7,0,0,2,8,17,2,2,32.0,1,1,2
3547249,Precious Achiuwa,1037601,2023,TOR,8,9,0,0,0,2,4,9,0,0,24.0,1,3,6
58,Chris Boucher,1037601,2023,TOR,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
56677828,Gradey Dick,1037601,2023,TOR,0,0,1,0,0,0,0,1,0,0,2.0,1,0,0
3547275,Malachi Flynn,1037601,2023,TOR,3,0,2,1,0,2,1,3,0,0,10.0,4,0,0
