(1.000000,0.008036)
(0.050000,-0.000017)
(0.100000,-0.000554)
(0.150000,-0.004204)
(0.200000,-0.017715)
(0.250000,-0.054061)
(0.300000,-0.134521)
(0.350000,-0.290752)
(0.400000,-0.566869)
(0.450000,-1.021517)
(0.500000,-1.729948)
(0.550000,-2.786098)
(0.600000,-4.304664)
(0.650000,-6.423176)
(0.700000,-9.304072)
(0.750000,-13.136789)
(0.800000,-18.139816)
(0.850000,-24.562785)
(0.900000,-32.688541)
(0.950000,-42.835211)
